index,smiles
9332,*12n34#N#15(=o-31c36#n7c=3n7=6=15)F#24
9333,[h]12345*6789%10o%11%12%13%14*:6%15%16%17%18c1#7=%116%19*=2=8%1517n%12=%16=6-3-92#N#%174%131%19=*#5=%147%10%182
9334,[h]123456c789%10%11o%12%13%14%15%16f1%17%18%19%20*=2=7-%121%21%22#c3%17=8-%1327f%18#9=4=1-%143-*5#%10=%15=%21=2-%19=o6#7=%11=%22-%16-%20-3
9335,C.OO=c12cn#1NC=C2
9336,*o(#C)#C.C.C=O#N.N
9337,*1n23n(#n145c1c#2#N#1#4C=5)=C#3
9338,C1#c23*45n6#C(=C=24=no=31)F#6#5
9339,nc1=c23o45c6o=4c4=n5=1-2=[H]#346
9340,c12345[h]6789%10%11c%12%13%14%15%16*#6%17%18%19%20o7#1=%126%21#n#2=%17=%13-81n#%14#9=%18-32#n%10=%15=6-4-%19c5%11#%16#%21=1-%20-2
9341,*123456:*789%10%11%12c=1%13%14%15%16%17#[h]#7=21%18%19%20*=%133827%21[h]#9-1-%1438n#%15=2=%18-4-%101f5#3=%19-%11-7-%16[h]%21%20#%12#%17#1=6=8
9342,C.C.C.C.C.C#nc.N
9343,*1=c234n567#[h]-289(*-52(oc2#8=1-6)#*39)=*=74
9344,*.C.C=c(N)(#CN)c#O
9345,c1c2345#c6[h]7n=2-1-n-31n(=F#1#4)=N=7=6=5
9346,C#o12(#cn)c(=O)*F1#C=2
9347,C.C.C.C#CC.N.N.O
9348,C.C.C.C.C.N.cn=O
9349,C#C1#c2c3c#C#O12#C#3.N
9350,[h]12345[h]6789%10%11#*%12%13%14%15%16:*#6-1%17%18%19%20=[H]=%122716%21#o#3#%13=%17=827n#%14=4=%18=1-93[h]5=%15=%19=26-%10F#7=3%16%20%21%11
9351,f123o45678f9%10%11%12%13=[h]=4%14%15%16o#5=1-94%17#f26#%14=%1015#C#%15%112#n3=4=7-%16-%12-1#C=2=8=5%17%13
9352,C.C.C.C#N.cc-cc
9353,*1234567#[H]89%10%11%12%13=*=1%14%15%16%17%18[h]#281%19%20%21=[H]#%14=9328%22#[h]%15#4%10-139[h]#%16=%11=25-%191f3#%17=%1268-%20-f9#7#%22=%18=%13=%21-1
9354,*123456#[H]789%10%11%12#C1%13%14%15%16%17#[h]#2=71%18%19%20o#3#%13827%21#F#%14=4=9138#f#%10#%18=25%151n#%116-%19%16-73F#1=%12=%20=%17=%21=8
9355,C.C.C.C.C.C=C.N.N
9356,[h]12345n6789%10o%11%12%13%14f=1%15%16%17%18#[h]6-2-%111%19%20[h]3=%12=%15-726f4#%16=%13=8-13=C=9=%17=%19=2#C#%14#6=%10=35%18%20
9357,C.C=n1c2#Co(C)o#2-1.N
9358,C.Cn1[h]=N=1F#o(n)=O
9359,Nc12n34n56=O=1=C=251#n=32c4=61#N2
9360,[H]1234#F56789#o%10%11%12%13%14f=51%15%16%17%18c-%1015%19=*=6%11%15%10%20#C#%12#%16=2=1=76#o=3=5=8=%17%10-%13n#%20=9=64-%19-%14-%18
9361,C.C.C.C=C.C=N.N.N
9362,C.C.C.C.C.NN.O.O
9363,C.C.C.C.C#O.C=N.N
9364,C.C.C.C.C.C#C.N.O
9365,C=O.[H]C=c(f)=N#O=O
9366,o123c45678n9%10%11%12%13n=4%14%15%16%17[h]=9-1-54%18#[h]#%14#%10=615c#2=7=%11-%156[h]%12=4-3-1-8-%16n#5=%17-%18-6-%13
9367,C.C.C#n(c)(=CO)O=N
9368,[h]123o456#*1789:*-21%10%11%12#*72%13%14o=1-37%15*=8-42%101o#%13=5=%11-7#[h]%141=9=%12-6-%15
9369,C.C.C.C#O.C=N.N.[HH]
9370,*=c(=C)(c)n.C.C.F.N
9371,O1234#n5678n9%10%11%12#o#1#5%13%14o6=215%15[h]#3#%13-926#O=4=%1013=[h]5#7=%14-%11-2n=6-%12-83-%15
9372,cn123n4#*-1:*#21#O2#*1O#4=2#C3
9373,C1#c234o567n=28#C#529%10#o65=n=26o7#9-5-3n1-6-8-4%10
9374,f1234[h]56789c%10%11%12%13=n#5%14%15%16*-1-%105%17%18:*=2=6-%111%10#n#3#7=%14=52[h]%15=1-%12-%17-8#c%169#4#%10#%18#2=%13
9375,*12345c6789%10n#1%11%12%13%14#o6-21%15%16o=7-%1126%17c8=%12-3-17%11n#%13#2=9-4-%151#[H]=%10=%16=6=7[H]#5=%17=%11%141
9376,c12n34567#o89%10c=3%11%12%13%14#n#1c=%11-8-4#C#9#5%12(#O#%13=%106)=N=2=%147
9377,*.C.C.C#NO.N.N.O
9378,c123c4567c-189%10%11n-41%12%13n4%14c#5-8%15%16o9=1-2(n#6=4=%12=%10-%15)-n%13#%14=%16=7-3-%11
9379,c1f23456o-17#*=218c2=c#1#3=7f84-21#N#5F16
9380,C.C.C.N.N.cc(n)n
9381,n123f4567o89%10%11%12#[h]=1%13%14o4#2#81%15%16#o-%13-924[h]=5=%10-1=f2#3#6#%15=%14-%11[H]#7=4=%12=%16
9382,C.C.C=C#N.CC=N.N
9383,[h]12345*6789%10%11c#1%12%13%14%15%16o=61%17%18*#7#%126%19%20:*%13#8=1-27n#3#6#9=%14-%17#F#4#%19=%10%15#F#%18#%11#%16=%2057
9384,*12345#F6789#f%10%11%12%13*1%14%15%16%17#f%10=2=61%18%19n=%11-%1426#*=%12=%1537-1%10f#4#2=%13=%168-%18N#9=5=%17=%106%19
9385,*123456n789%10%11*#1%12%13%14%15%16#f21%17%18%19f37-%122%20%21#n4=1=%13-837[h]#9=2-%17-%141f#%10#3=%20-5-%18-%15#F#6=1=%11=%19=%16=7%21
9386,C.[H]o123o45cc#1(#C#4=N=2)#C#5=3
9387,*123456n789%10%11%12[h]#1%13%14%15%16f=7-21%17%18%19n8#%1327%20#f1=3-98%13#[h]#%14#%10#%17=4=21f#%15#7#%18=8-5-%11F#%16=6=%20=%12=%19%131
9388,o1o23456o=17#*#2189o#7=32%10n=1(=N#2#4=O#5=8)C#9#%106
9389,C.C.C.C.C.C.C.C.C
9390,*123456f789%10%11*#1%12%13%14%15f=7-21%16%17%18#[h]=8-327%19*=%124-138[h]2#9#%16-%131f%14#%17=7=%10-5-3*#8#%19#%11#%18=6=1%15
9391,C.C.C.C.ccn.no
9392,Cc123c(#C1=O=C=2)=F#3(O)O
9393,*12345[h]6789%10%11=n%12%13%14%15f#1=6%16%17%18c=2=%12-716#F=8%13%162#o#1=3=9-%177o-4-%14-%18-%10#C#6#7=5=2%15%11
9394,c123456n789%10%11*=1%12%13%14%15%16n#21%17%18%19[h]3=7=%122%20%21f%13#1-837*:%14#4#%17=2-91-[h]5#%10#3#%15=%18=%20=f%197=6-%11-1-%16-%21
9395,C.C.C.C.C.C.C.C.O
9396,NNN1C2#o1c(=O)(F)=C2
9397,*1234:*56789%10:*#1%11%12%13o=51%14%15*#%1165%16%17#[h]7-26%11#*#8=%12=152:*%14#6#%1639#[H]#%13#%17=4=%11=2=%10%15
9398,C.CN#c(N)cn.cc
9399,C.C.C#O=C.N.N.O.O
9400,C.C.C.C.CC.N.O.O
9401,n123c456[h]789%10f#4%11%12n=7-14%13o17f2%118#4%14#n#1#5#9#%13*6#7=3-%12-%10-%14
9402,*1234n56789%10f#1%11%12c=51%13%14c6=%115%15[h]#1=76%11o#2#5#8-%131[h]9#6=%14-3-%15-o%12#1#%10=%11-4
9403,C.C.C.C.C.C.C.F.O
9404,C.C.C#C(C)O.N.N=N
9405,N123#*45678#n9%10%11%12*%13%14%15#n=1=4-9%16%17%18*=%10=5%1314o#%14#6=2=%11-%165#O=%1771#[H]#8#4#5=3=%12=%18%15
9406,f1o2=O34=o567c89#C#1=53(#N84)*=6#O297
9407,*1234567[h]89%10%11%12%13f-1%14%15%16%17%18[h]#2#81%19%20%21[h]3=9=%1428%22[h]#4#%10#1=%1539#[H]#%11#%19#%16=521=[H]#6#%20#%17=3=%12=8f%21%22#7=1=9=%13=%18
9408,*1c2[H]3#*45#n6n=4(n=6)=C#1=3=52.N
9409,*12345[h]6789%10f=1%11%12%13%14n#21%15%16%17o#%11-62%18%19f#7#1#%12-36[h]=%15=2-8-%131o9#4#%14#6=%16-%18O#%10#%17=%1951
9410,N1=N23#o45n678#O29%10=c=4-62%11o=79-n=8=21o5=%113%10
9411,C123#o45678[h]9%10%11%12n-4%13%14%15*=1-94%16%17f#521-n6=%10=%13-4*#%11#%16=%143-7-o%17=%15-1-%12-8
9412,C.C.C#C=C.cn=C#O
9413,C.C.C#O#on.N.O.O
9414,C.C.C.C.C#oc.N.O
9415,[h]123456o789%10%11[h]%12%13%14%15%16[h]#1=7%17%18%19%20[h]2#%12-817%21o#3#%13=%1728f%14#9#%18=1-43#c#2#7-5-%15-%10-%19*%11#8#%20#%21=%16=3-6
9416,[h]1234f56789c%10%11%12%13#*#1%14%15%16%17f=%10=51%18%19#*#6=2=%145%10n#3-%11-%15-1-72[h]#5=%12=8-4-%16-%18[h]#9#2=%13=%19-%17-%10
9417,[h]123o456[h]789%10*%11%12%13o4=1=7%14%15f#%1114#C#2#%12=5=87#o9=1-%14[H]#%13#4#%15=3=%1067
9418,C.C#C=c(c)=ccNN
9419,O12#o34c567n89n5#1%10%11%12f-815*%10=928=*6%11=3=1o=4=7-5-8-%12
9420,C.C.C.C.C.C.C.F.O
9421,*12c3456n7c=3-*4#738f=1-*#51:*#2=3O=8=61
9422,F.o1o23#C456#n-278n29*#74%10f#1#5=2=O#9#3#6#8=%10
9423,N.c1c2oo-n3f-2N#3O#1
9424,C.C.C.C=C.N.N.cn
9425,C.C.co1cCCoc-1
9426,C.C.C.C.CC.N#N.O
9427,*12o3456f789%10#*%11%12#C#7=3%13%14%15#c#4=837f#9=%11=%1314=O#3#5%10%14#C#6=7=42%12%15
9428,ON#N=Ccn1#[H]C#O=1
9429,c1n23c#14f=C15=f6*=2f=1-4#C#6#3=5
9430,*1234#[h]56789%10[h]1%11%12%13%14%15[h]#51%16%17%18c%11#65%19%20n1#7=2-%126%11o8#3#5=%16-%131*%17#9#%14#6=4=%19#*#%18#%11#1=%20=%10%15
9431,C.C.C.C.CO.N.O.O
9432,[h]1234c56789f%10%11%12%13%14o=5%15%16%17f#%10=1=65%18%19f#%15#%11=216=[H]#%12=%16=7=52*%13=3=8-1-%18#[h]4%19#9=%14-%172-6
9433,C=o12c-c34n=[H]#31(N)=N=24.N
9434,[h][h]12*34=o1(n#C#23)c1cn=1-4
9435,*1234567f89%10%11%12%13*1%14%15%16%17%18:*#821%19%20%21#[h]9=3=%1428%22o#1#%10=%15-439[h]#5#2=%19=%11-%161#n%17#%20=6=8=3=%12-f%18%22=7=%21=1=%13-9
9436,N12#C3456=N78#o19%10c=731#C#94#F=8=5=F=2#N#1#%10=6
9437,C.C.C.C#C.C=N.O.[HH]
9438,C#*1234o56f7(#C5)=O15=o#2-71n#3=65o#1=4
9439,*#C1#C#C2#*3#O#1C#21#nn31
9440,*123456:*789%10%11%12n%13%14%15%16%17[h]#1-7%18%19%20%21#n#2#%13-817%22[h]%14#3=9-%1828#F#4=1%15%10%193*#%16=%115%2027#o%17#%22=%21-6-%12-83
9441,[h]123o456[h]789%10*#1%11%12%13%14f2=4-71%15#n#8#%1124o-%12-1=n%13#2#%15=5=9-3=n4#6#%10#%14
9442,*123f45c67#C89#o1%10%11=o4#61c#2=5=%104n#78-%11-1#[H]#3=49
9443,*12345[h]6789%10%11o%12%13%14%15#f=1-6%16%17%18%19f7-%1216%20#O#8=%162%137#c3%17#1=%14=92n#4#%10#%18-6-[h]2#%19-5-%157-%20-%11
9444,C.C.C.C#CC.C#nc
9445,*12#c34c56n78o=39#C3%10#n=1=5(*=3-7-9)=n8#2%10-4-6
9446,C.C.C.C#C(O)O=O.N
9447,C.C#cnn=C.N.N.O
9448,C.C.C.C.C.N.O.oo
9449,*1234#[h]567*#189%10%11c1%12%13c5=8%14%15%16[h]=1=9258#F#%14=3(=*#%10#%15=6=%125)=f%16#4#8=%11-7-%13
9450,n1o234o56=n-27c=5-1289=o1c-6-25n#3=8=N#1=7=954
9451,O1#o2[h]3#c=24(c=3#[h]2f=C=24)=F1
9452,c123o456c789%10%11#N4%12%13%14#f=1-74%15%16n#8%1217#f4=9%138*#5#%14#1#%10=%15-2-n36=7=%11-8-%16
9453,C123#[h]4567o89%10c1%11%12%13%14n=2-8-41%15c=5=%1124#o1=9=%125=C#6=%10=2%13c7#%15=3=4=5-%14
9454,*123456:*789%10%11[h]=1%12%13%14%15%16f=2=71%17%18%19[h]#8#%1227%20*#3#%13=18%12c#4#9#2#%14=%17-f%10%15#5#8-7-%18=N#6#%12#%11#%16=%19%20
9455,*1234567:*89%10%11%12%13:*#1%14%15%16%17%18:*=821%19%20%21[h]3#%14=928%22[h]%10#%15=4=139f%19#5#%11#2-%161#N#%20#%12=6=%17=3=8=f%13=7=%18=9=1-%21-%22
9456,o12o345f67[h]89#N=6%10%11#F=136#O=%10=41C#5=8n2=7=%11=6-91
9457,*1234567f89%10%11%12%13[h]-1%14%15%16%17%18*#8=21%19%20%21:*%14=9328%22f#%15#%10=4=139=N#5=2=%16%19%111#[H]#%12=6=%20=%1783#n%18%13#%22=7-%211-9
9458,C.NC1C#cc12#[H]#OC2
9459,n12o34567[h]89%10c%11%12%13o#1#3%14#o8=%11=41#c9%125-23f#%13-%14-1-6o=%10=3-7
9460,O1#o2c34567o89#O3#[H]#4=21#n#5=8c#6F=79
9461,*1234567o89%10%11%12%13*1%14%15%16%17%18#n#8-21%19%20%21[h]=3=%14=928%22#[H]=4=%10%15139#[h]%19#%11=2-5-%161[h]%12=6=%20-%173-8=f1%13#7#%18#%219-%22
9462,C.C.C=CC#O.O.O.O
9463,N#n123c45o-167(O)o(=O4c26#5)=O#7=3
9464,C.C.C=F.N.N=O.NO
9465,N.oc1=O2#NN(=N2)C#N1
9466,C.C.C.C.C=O.N.O.O
9467,C.C.C#C#N.N.O.cc
9468,*123456:*789%10%11%12[h]-1%13%14%15%16%17*#7=21%18%19%20#[H]8%1327%21#[h]=9-3-1-%148%13f4#%15=2-%18-%101#[h]5#7#%19#%16=%11=8#o6#%21=%20=%12=%17=1-%13
9469,C.C.C#CC.C=N.N.O
9470,*1234o56789*=1%10%11%12%13o#2#51%14%15%16n=625%17n#3=1-%106%18#[H]#2=7%11%14=n#%12#6#8=%15-5o=4=%13=9=%16-%17-%18
9471,C12#o3456f78#n=39c#73%10c#8#47o-9n5=31#N#7=%1026
9472,C.C.C.C.C#O.CC.N
9473,[H]123#c456n1789%10o21#*7#42%11c847=[h]-5-98c#3#2-6-4n8%11#1#%10=7
9474,C=[h]1234n567c-1[h]521(no#6#3)o7c=1-4
9475,*12345[h]6789%10%11[h]%12%13%14%15%16f6#1%17%18%19%20*#%12=2-716=o%17=%13-827#F#%14#93%188#f#4=1=%15=2=%10-%19*#7=5=%16=%2068-%11
9476,[h]12345f6789%10n#1%11%12%13%14%15*#61%16%17%18[h]#7=2=%116%19%20n%12=3-127=O#%16#8#6%131#[H]=4=%19%1729%14#[h]5#%18#1=7=%10=%15-%20
9477,cf123n4n#1=C=C#c#21o#3=4o-1
9478,[h]12345[h]6789%10*-1%11%12%13%14%15n2-61%16%17=[h]=%11-726%18[h]=3-1-%127%11n4=8=%13-2-%161c#9=6=7-%14-f5#%18#%10#1=%15-%11-%17
9479,[h]12345f6789%10[h]=1%11%12%13%14%15*=2=61%16%17%18n#%1126%19*%12#7-31%11%20f#8#%16=2=%131c69#4=%14-%17-%11#C#%19#%18=5=%20=%151%10
9480,C.C.C.C.C.C.N.N.O
9481,n1c23n456#*=2-178n=4(o1=O#75N1)o=8-3-6
9482,cf12c=N34#f1O#N=2O=3[H]4
9483,C.C.C.C.C.C#cnc
9484,C12#[H]345#n678o=19%10%11=c1f#3=9-6%12[h]=7=%1024*#%12=8=%11n-15
9485,*=C.Cc1c(C)(=N)(#F)=O1
9486,C.C.C.C.C.C#C=C.N
9487,o12c345n67=C89%10=f%11%12o=8%13%14#c1%11#3=9-c#%12=%13-6%10-4n=5-2-7-%14
9488,C=n(n)(N)=OC=N.CN
9489,c1n23o45(c-o-4[h]5#2)(=O=3)CO#1
9490,f12345f6789%10%11*%12%13%14%15%16:*6-1%17%18%19%20#*#%12-716%21:*-2%13%17-87%12*#3#%14#%18=1-92o6=4=%15=%19-7-%10=f%212#5#%16#%11-%12-%20
9491,C#CC1#c2(C)(n#C#2)C1.N
9492,*12#C3456#O789#f=13o=7413%10n8547#f#1(o=4=32)[h]#9=7=%106
9493,C.C#C.CO.CO.N.N
9494,O1=c2c34#C56#n278#N12#*#3#7=5:*=2-8C=6=4
9495,n12345c6789%10%11*-1%12%13%14%15#[h]61%16%17%18#c27-%126%19%20*#8=1-327#n#%13=%16-9-61*%19#2=%14=%17-4-%10=F#%20=5=%15=%1871%11
9496,*12345c6789%10%11c%12%13%14%15%16#[h]-6%17%18%19%20o=1=%12-76%21#[h]#%17#8=2-%1317f%18=%14-3-92#F#%15=%19=6=14%10=n5%20=%21-%16-2-7-%11
9497,C.CC#c1(n)-cc-1=FC
9498,C.C.C=co-cc#N.N
9499,C.O=N#Non1=n(o)[H]1
9500,O12#F34#[h]#156789n=21%10%11=N#52=o=6-15%12[h]=7-%101*#5#8=%1123c#1#9=4-%12
9501,*12345:*6789%10%11:*%12%13%14%15o6=1%16%17%18%19n#2#%12#716f#%16=827f%139#3-1-%178n#%10=2=%18-4-%14n6#5#%15#%19#8=7-%11
9502,*.N=O#fo.[H]=C(=C)=F
9503,o12[h]345=F6#n-1789c=6-31#n736n#8-47=N=1=3=[h]6#9=2-5-7
9504,[h]1234[h]56789%10n%11%12%13%14*-5%15%16%17%18n#1#65%19n2%117=%1516=N=%12=85%162#o%13#%17=%19=1-3-9=*:%18=2-4-%14-%10-6
9505,C#c(o)=F.CC.N.N.O
9506,*123456#n789%10%11%12*1%13%14%15%16n=71%17%18%19f%13=2-87%20n#3#1-%14-928n#%15#%10=4=%171f#5#2=%18=7=%11-%16#[H]=%20=86%191%12
9507,Non1#O=C23#f(o2)#*n#13
9508,C12#n345*6789[h]#1%10%11%12%13*3#2=61c#4#7#%10#O#1=5=%11(#O#8#%12)=N=%139
9509,C.C.C.C1=CN#NC1.N
9510,C.C.C.C=C.C=CC.N
9511,C.C.C=C.N.O=CN#O
9512,*123456o789%10%11%12o1%13%14%15%16%17#o=2=71%18%19%20o=8=%1327%21[h]=3=9-1-%148%13[h]#2#%10=4=%15-%181#f8#7=5-%19-%11-%16-f%21%13%20#6#1=%17-%12
9513,*1234567f89%10%11%12%13[h]-1%14%15%16%17%18f=8-21%19%20%21#f%14#9-328%22#f%10-4-%15-139[h]#5=%19=2=%11-%161#[H]#%17#3=6=%208%12#[H]#7#%18=1=%21=%229%13
9514,c123n4567o89%10#c=4%11%12%13*-84%14%15=C=%1158%16#[H]#%12146#f2#8=7-9-%14C=%163%10%15%13
9515,*1234:*56789#o%10%11%12n=1-5%13%14%15%16#o=615c#2=%10-7-%136*#%14=%11=832o#1#%12=4=%15#[H]#9#2=6=%165
9516,C1#C2#C34#n5o=2=3(=cc#54)N1.O
9517,*1234567[h]89%10%11%12%13[h]-1%14%15%16%17%18n#2#81%19%20%21[h]#3-%14-928%22[h]#%15=4=1-%1039#F#5#%16=2=%19%111#f%12#6#3=8=%20-%17[H]#%13#%2179%22%181
9518,c1234c56789%10#C%11%12%13%14#[h]-5%15%16%17%18o#1#%11#65%19c#%15-71f#2=%12-%16-86#C#%13#%17359#[H]#%14#%19#6=4=1=%18%10
9519,*1234567#[h]89%10%11%12%13f1%14%15%16%17%18*2-81%19%20%21#f%14#3-928%22*%15=%104139=[h]=%11=25-%19-%161[h]#6#8=%12=%17-%20-3#[h]%18#%13#%22=7=1-%21-9
9520,C=c12oC#13=coc3(O)=C2
9521,c12o345f-16789n=31%10n=63%11*#7-16#c=41*#2#8-3n%11%10#1#9-6-5
9522,*1234=n567c89%10%11#F=15%12%13#N=815%14N#6%128%15#O=9216#*#%10=358%13c7#%11#6=%154%14
9523,*1234#N5678#c9%10%11%12*1%13%14#C#9=51%15=N=%1365#F=2=7%10o%11351n%12=4=%14=%15=8
9524,*o12cc#o13#C=[H]N=C=23
9525,c1234n56789%10n%11%12%13%14n-5%15%16%17%18n#65%19=f7#1#%11=%156=*=2=%12=%16=851#n%17#%13-3-9[h]%14#%10=%19=6-4-%181
9526,C12#C34567#C8=O=3c439o=514(#C#3=6)#C28#F=497
9527,NC12=C3#N4#C=1(=C=4)cc3o2
9528,C.C.C.C.C.C.C#C.O
9529,[h]12345c6789%10%11#*%12%13%14%15%16[h]=6-1%17%18%19c#%12-716f#2#%13=8-%177%12#*31%1492#[h]%18#%15=4=%10-6-7n%16#5=2=%19=%12-%11
9530,C#c1[h]23456n#N#2=c32*-4#C=15N#2#6
9531,C1C23=c45o-n467o4=[h]5#o#6=42f13-7
9532,*123:*4567o=189%10%11n=21%12=f82%13%14#o9#48%15o#5-2-%10-o3#6#8=1=%13=c%11=%15-%12-7-%14
9533,C=C=C.N.NOc1o#N#1
9534,n1234c56789#n=1%10%11%12%13c-2-51%14%15#n25%16[h]#3#1#%10=6%17=o2=%11-7-%14(#F#5#%12=8%17)C=%16=9=%134%15
9535,c1234f56789f%10%11%12%13n=5%14%15%16%17[h]#15%18%19f#%10#%14=61c57-2-%11-%15=*#%18=83%12%16#[h]%179=4=%19=%13=1
9536,C.C.C.C.C=C.O.cf
9537,c1234f567n#189n1%10%11%12*#2%13%14%15#f35=1-82#n=6=%13=%101o#%11#2-4-%14n#9#1=7=%15-%12
9538,*12f345c678n-39%10c6#1=43%11n14*#7#9-36=[H]=21f48#5=%10=%11-6
9539,N.o1[h]2o3n(o#1)n1c=2n1#3
9540,*12345:*6789%10%11:*1%12%13%14%15%16[h]#2=61%17%18%19#f=%12-726o3#1-%13-87%12=[h]=%17-%14-91o#4#2=%10=7-%15-%18=*#5#1#%11=%19=%126%16
9541,c1*2345#o678o9%10c=2-6%11#[h]=3*4=C#%11#597#N#1#%10=8
9542,C.C.C.O.ccc=oo
9543,*.C.C.C.C.C.C.co
9544,C#n12n(#N)=*3[h]-1(c#3N)#N=2
9545,F=N1=o2n34(c(#C#C3)=N#2=4)=[H]1
9546,c1cf=123456#c1(o=2)(#*3F=14)-*=5n-6
9547,*12345f6789%10%11#f%12%13%14%15%16*#1=6%17%18%19%20=f#7=%1216%21*=%13=%17=827%12o1#9=3=%14-%182#C#6#7=4=%15%19%10=f%16#2=5=%20-%21-%12-%11
9548,C.C.C.C.N.cn.co
9549,C1#N234#C56#o789n%10#*#5=1=2-7%11%12o=%101#n#8=6=%113f#9=1=%124
9550,C1=N2345#O678#N=29%10#n62%11c6#O#9=1=73(=C=2=4)=C#8#56%10%11
9551,C1#F23#c4567c=289=C4C#1=85(#N#[H]#6=3)#N#79
9552,*1[h]23o4c56#nn4(#N=2)-o1-5c#3#6
9553,C.OC1C=oc#F=CN1
9554,C12=o3456o78#c39%10#c-43c#9-54%11#o#%10=715*=8=4#n3#6=%112-5
9555,[H]123456#F789%10%11%12#*1%13%14%15%16%17c=271%18%19f=%13827%20f%14398%13*12=4=%15%103#[h]7%16#%18#%11=85-f%19#%17=6=3=%12-%13-%20
9556,[H]12345#[h]6789%10o#1%11%12%13%14#n=21%15%16%17c=3=62%18=[H]#4#1#%11736#C=%15=%1281#f9#%16=%13=3-2#o%17#5#%10=%14=61-%18
9557,C.C.C=n(o)=nf.O.O
9558,*12345#f6789%10c1%11%12%13%14o1%15%16%17*#62%18%19%20o%11#1=726*%12=%15=%18=831=*:%19#24-%16-%13-9*%176#5#%10=1%20-%14
9559,C.O=co1o2c=1c*c-2
9560,C.C=O.N=CC=Oco
9561,*1c23c4567o=28*#42c=54#O=c12#3=6-c8#7-4
9562,C.C=c1(N#N)n=*#1.CC
9563,*1234c56789o-1%10%11%12#N251%13%14%15#n-%10-625o=7=16%10c-%11%131*8#2#%14=3-6c4159=%10-%12%15
9564,C1#C23#n=145678c=219#[H]42%10=*=531(#O=62)(=O#7%10)*=98
9565,C.C.C.C.C.C.C.C.C
9566,C.C.C.C.C.C.O.co
9567,C.C#C.CC=O.N.N=O
9568,o1234n5678[h]9%10%11%12#c%13%14%15%16f5#1=9%17%18n#%13-%1015#[H]=2=%14=69#N#1=%11=%1537%17#[h]48#%16=9=5=%18-%12
9569,*.C.C.c*CC=on
9570,C.CC.CCO=N(=O)O
9571,[h]1234567[h]89%10%11%12%13f#1%14%15%16%17%18[h]=2=81%19%20%21[h]=3=9=%1428%22c=4=%10=1-%1539#[h]=2=%11=%19-5-%161[h]%20%17#8#%12#3-6c1#%22#%13#9-7-%21-%18
9572,C.C.CF.F.F.O.O.O
9573,c12345*6789%10#c%11%12%13%14%15*=6%16%17%18%19[h]#1#7-%116%20%21#f2%12=8-%1617o#%13=3=9=%17=62n#%14=1-4-%18-%20#o5%19%157#2=%10-%21
9574,c123*4567#c89%10%11c=4%12%13#c8=54%14%15o#6#9-158n2#7-%12-4#N=%10=%145#N#3#%11=%15=8%13
9575,n12c34c56o-3789c3%10#C=7%11(#F=1=3=85)=o#%10#9=4o#2=6%11
9576,*1234567:*89%10%11%12%13f-1%14%15%16%17%18[h]#8-21%19%20%21*=93-%1428%22f1=%15-4-%1039*#5#2#%19#%16%111f3=6=%12=8-%20-%17f#7#%13#%22#%21=1-%18-9
9577,N#C1=c2no(=O)=c21f=N
9578,o1234o56789%10*#1%11%12%13:*=51%14%15%16[h]6=%11-25#*=3=1=726c%148=4-%121=c#9=%13=%15-2o=6=%16=1-5-%10
9579,*.C.C.C.C.nc-cn
9580,C=N1#*2#c34o#1f#3(f)#CC=42
9581,c123o456789n%10%11o-4%12%13%14%15*#1=54%16#*#%10#6=%12-215n7=%13(o%111#%14=3=8-4)=f59=%15-%16
9582,*123456:*789%10%11%12:*1%13%14%15%16%17o#7=21%18%19*#%13827%20:*:%14#9=138%13[h]#4#2#%10=%15-%18f#5#7=%11=8-%16#C#%12#%13=6=%20=%19%17
9583,*c12c34c=156(=C)#O#2=n-3f=5#O=4=6
9584,C.C=*1o=N=12(=N)=FN=N2
9585,*12c3#o45n67c-1-489=O1(#C8C619)C#3#7=2=5
9586,C.C.C.C.C.C.C.O.O
9587,C.N.O#c12cN3(=co1=3)C2
9588,C.C.C.N.N.O.O.nn
9589,C.C.C=C.CCC.N.O
9590,C.C=C#N=N=C.N.O.O
9591,C.Cn123o45#o(#N)(c=4-1)(#F#2)=O=35
9592,n12345*6789%10%11#*%12%13%14%15%16c=6-1%17%18%19%20f-2-%12-716#n%13#8=3=%1727[h]#9=4=%14-1-%183O#2=%15=%10%19#*#%16#%11#%20#7=5=63
9593,C.C.C.N.N.NC=N=O
9594,O12345#N6789%10%11=[h]1%12%13%14%15f=621%16%17%18f%12=3726%19o=4=8=137#f2=5=9-%13-%161*=3=%17=6-%14%10=f1%19#%18-%15-7%11
9595,On1234o5=c=1678n#n6=2-5C#7=*#8#3=C4
9596,O123=[h]45678[h]19%10%11%12c=41%13%14[h]4%15%16#*#5#9-1%17%18c#4#6=%13-%101#c%17#%15#7=2=%11n#%14#%18=%16=83-%12-1
9597,C.C.C=cn.CF.N=O
9598,[h]1234[h]56789[h]=1%10%11%12%13%14n#2-51%15=f#6#%1025n#%11-3-76%10=c#%12=83f=2=6=%13-1#n4359-%15-%10-%14
9599,o123n4567*#189%10%11f-41%12%13%14o-24%15%16o=1-82%17*#5#9#%12=4-31o#%13=2=%15=%10-6f%16%11=1-7-%17-%14
9600,*12345:*6789%10%11:*=1%12%13%14%15%16f-61%17%18%19*:2:7#%126%20%21[h]3=8-1-%1327=[H]#%17#9=%14=61=[h]%18%15#4=%10-%20-2f#%11=1=%21=7-5-%19-%16
9601,C.C.C=*=C.N=C=O.O
